,COUNTY,STATE,5/17/20,POPULATION,infection_rate
1232,Alger County,Michigan,0,9194.0,0.0
1233,Allegan County,Michigan,179,115250.0,0.0015531453362255965
1234,Alpena County,Michigan,91,28612.0,0.0031804837131273593
1235,Antrim County,Michigan,11,23177.0,0.00047460844803037496
1236,Arenac County,Michigan,30,15165.0,0.0019782393669634025
1237,Baraga County,Michigan,1,8507.0,0.00011755025273304338
1238,Barry County,Michigan,56,60057.0,0.0009324475082005428
1239,Bay County,Michigan,241,104786.0,0.002299925562575153
1240,Benzie County,Michigan,4,17552.0,0.00022789425706472196
1241,Berrien County,Michigan,522,154807.0,0.0033719405453241777
1242,Branch County,Michigan,95,43584.0,0.002179698972099853
1243,Calhoun County,Michigan,301,134473.0,0.002238367553337845
1244,Cass County,Michigan,59,51460.0,0.0011465215701515741
1245,Charlevoix County,Michigan,14,26219.0,0.0005339639192951676
1246,Cheboygan County,Michigan,19,25458.0,0.0007463272841542934
1247,Chippewa County,Michigan,2,37834.0,5.2862504625469154e-05
1248,Clare County,Michigan,14,30616.0,0.0004572772406584792
1249,Clinton County,Michigan,134,77896.0,0.0017202423744479818
1250,Crawford County,Michigan,57,13836.0,0.00411968777103209
1251,Delta County,Michigan,14,36190.0,0.00038684719535783365
1252,Dickinson County,Michigan,5,25570.0,0.00019554165037152912
1253,Eaton County,Michigan,163,109155.0,0.0014932893591681554
1254,Emmet County,Michigan,21,33039.0,0.0006356124580041769
1255,Genesee County,Michigan,1866,409361.0,0.004558323826646896
1256,Gladwin County,Michigan,17,25289.0,0.0006722290323856222
1257,Gogebic County,Michigan,5,15414.0,0.000324380433372259
1258,Grand Traverse County,Michigan,23,91746.0,0.0002506921282671724
1259,Gratiot County,Michigan,42,41067.0,0.0010227189714369202
1260,Hillsdale County,Michigan,166,45830.0,0.003622081605934977
1261,Houghton County,Michigan,2,36360.0,5.5005500550055004e-05
1262,Huron County,Michigan,44,31543.0,0.0013949212186539011
1263,Ingham County,Michigan,648,289564.0,0.0022378472462046385
1264,Ionia County,Michigan,119,64176.0,0.0018542757417102968
1265,Iosco County,Michigan,58,25247.0,0.0022973026498197806
1266,Iron County,Michigan,0,11212.0,0.0
1267,Isabella County,Michigan,62,70775.0,0.0008760155422112328
1268,Jackson County,Michigan,415,158913.0,0.002611491822569582
1269,Kalamazoo County,Michigan,707,261573.0,0.0027028783551819187
1270,Kalkaska County,Michigan,17,17463.0,0.0009734868006642615
1271,Kent County,Michigan,2825,643140.0,0.004392511739279161
1272,Keweenaw County,Michigan,0,2130.0,0.0
1273,Lake County,Michigan,3,11763.0,0.0002550369803621525
1274,Lapeer County,Michigan,180,88202.0,0.002040770050565747
1275,Leelanau County,Michigan,10,21639.0,0.0004621285641665511
1276,Lenawee County,Michigan,136,98474.0,0.0013810752076690294
1277,Livingston County,Michigan,385,188482.0,0.002042635371016861
1278,Luce County,Michigan,2,6364.0,0.00031426775612822125
1279,Mackinac County,Michigan,6,10817.0,0.0005546824443006379
1280,Macomb County,Michigan,6345,868704.0,0.00730398386562051
1281,Manistee County,Michigan,11,24444.0,0.0004500081819669448
1282,Marquette County,Michigan,52,66939.0,0.0007768266630813128
1283,Mason County,Michigan,26,28884.0,0.0009001523334718183
1284,Mecosta County,Michigan,18,43264.0,0.0004160502958579882
1285,Menominee County,Michigan,8,23234.0,0.00034432297495050356
1286,Midland County,Michigan,70,83389.0,0.0008394392545779419
1287,Missaukee County,Michigan,16,15006.0,0.0010662401705984273
1288,Monroe County,Michigan,429,149699.0,0.0028657506062164744
1289,Montcalm County,Michigan,53,63209.0,0.0008384881899729469
1290,Montmorency County,Michigan,5,9261.0,0.0005398984990821725
1291,Muskegon County,Michigan,486,173043.0,0.0028085504758932752
1292,Newaygo County,Michigan,43,48142.0,0.000893190976693947
1293,Oakland County,Michigan,8043,1250843.0,0.006430063565131676
1294,Oceana County,Michigan,50,26417.0,0.0018927205965855321
1295,Ogemaw County,Michigan,17,20928.0,0.000812308868501529
1296,Ontonagon County,Michigan,0,5968.0,0.0
1297,Osceola County,Michigan,10,23232.0,0.00043044077134986227
1298,Oscoda County,Michigan,5,8277.0,0.0006040836051709556
1299,Otsego County,Michigan,99,24397.0,0.004057875968356765
1300,Ottawa County,Michigan,531,284034.0,0.0018694944971376665
1301,Presque Isle County,Michigan,11,12797.0,0.0008595764632335703
1302,Roscommon County,Michigan,21,23877.0,0.0008795074758135445
1303,Saginaw County,Michigan,913,192778.0,0.004736017595368766
1304,St. Clair County,Michigan,403,159566.0,0.0025256006918767154
1305,St. Joseph County,Michigan,86,60897.0,0.0014122206348424389
1306,Sanilac County,Michigan,39,41376.0,0.0009425754060324826
1307,Schoolcraft County,Michigan,4,8069.0,0.0004957243772462511
1308,Shiawassee County,Michigan,225,68493.0,0.0032850072270158995
1309,Tuscola County,Michigan,170,53250.0,0.003192488262910798
1310,Van Buren County,Michigan,112,75272.0,0.0014879370815176957
1311,Washtenaw County,Michigan,1242,365961.0,0.0033938042578307527
1312,Wayne County,Michigan,19065,1761382.0,0.010823887152247497
1313,Wexford County,Michigan,11,33111.0,0.00033221587991906016
1314,Aitkin County,Minnesota,3,15834.0,0.00018946570670708602
1315,Anoka County,Minnesota,821,347431.0,0.0023630591398004206
1316,Becker County,Minnesota,33,33773.0,0.000977111894116602
1317,Beltrami County,Minnesota,9,46117.0,0.00019515579937983823
1318,Benton County,Minnesota,131,39779.0,0.0032931949018326252
1319,Big Stone County,Minnesota,2,5016.0,0.00039872408293460925
1320,Blue Earth County,Minnesota,83,66322.0,0.001251470100419167
1321,Brown County,Minnesota,10,25211.0,0.0003966522549680695
1322,Carlton County,Minnesota,66,35540.0,0.0018570624648283625
1323,Carver County,Minnesota,113,100416.0,0.0011253186743148502
1324,Cass County,Minnesota,9,29022.0,0.0003101095720487906
1325,Chippewa County,Minnesota,30,12010.0,0.002497918401332223
1326,Chisago County,Minnesota,34,54727.0,0.0006212655544795074
1327,Clay County,Minnesota,293,62801.0,0.004665530803649624
1328,Clearwater County,Minnesota,2,8812.0,0.00022696323195642307
1329,Cook County,Minnesota,0,5311.0,0.0
1330,Cottonwood County,Minnesota,56,11372.0,0.004924375659514597
1331,Crow Wing County,Minnesota,25,63855.0,0.00039151201941899614
1332,Dakota County,Minnesota,742,418201.0,0.0017742664412567163
1333,Dodge County,Minnesota,35,20582.0,0.0017005150131182587
1334,Douglas County,Minnesota,18,37203.0,0.00048383194903636804
1335,Faribault County,Minnesota,10,13896.0,0.0007196315486470927
1336,Fillmore County,Minnesota,17,20888.0,0.0008138644197625431
1337,Freeborn County,Minnesota,61,30526.0,0.001998296534102077
1338,Goodhue County,Minnesota,33,46217.0,0.0007140229785576736
1339,Grant County,Minnesota,2,5938.0,0.0003368137420006736
1340,Hennepin County,Minnesota,5158,1235478.0,0.004174902345488953
1341,Houston County,Minnesota,2,18663.0,0.00010716390719605637
1342,Hubbard County,Minnesota,0,20862.0,0.0
1343,Isanti County,Minnesota,20,38974.0,0.0005131626212346692
1344,Itasca County,Minnesota,46,45203.0,0.0010176315731256775
1345,Jackson County,Minnesota,36,10047.0,0.0035831591519856674
1346,Kanabec County,Minnesota,9,16004.0,0.0005623594101474631
1347,Kandiyohi County,Minnesota,412,42658.0,0.009658211824276806
1348,Kittson County,Minnesota,1,4337.0,0.00023057412958266084
1349,Koochiching County,Minnesota,3,12644.0,0.0002372666877570389
1350,Lac qui Parle County,Minnesota,2,6773.0,0.0002952901225454009
1351,Lake County,Minnesota,1,10569.0,9.46163307786924e-05
1352,Lake of the Woods County,Minnesota,0,3809.0,0.0
1353,Le Sueur County,Minnesota,35,27983.0,0.0012507593896294179
1354,Lincoln County,Minnesota,4,5707.0,0.0007008936393902226
1355,Lyon County,Minnesota,26,25839.0,0.0010062308912883627
1356,McLeod County,Minnesota,18,35825.0,0.0005024424284717377
1357,Mahnomen County,Minnesota,5,5506.0,0.0009081002542680712
1358,Marshall County,Minnesota,8,9392.0,0.0008517887563884157
1359,Martin County,Minnesota,118,19964.0,0.005910639150470847
1360,Meeker County,Minnesota,34,23079.0,0.0014732007452662593
1361,Mille Lacs County,Minnesota,10,25728.0,0.000388681592039801
1362,Morrison County,Minnesota,25,32949.0,0.0007587483686910074
1363,Mower County,Minnesota,58,39602.0,0.0014645724963385687
1364,Murray County,Minnesota,31,8353.0,0.003711241470130492
1365,Nicollet County,Minnesota,37,33783.0,0.001095225409229494
1366,Nobles County,Minnesota,1361,21839.0,0.06231970328311736
1367,Norman County,Minnesota,11,6559.0,0.0016770849214819332
1368,Olmsted County,Minnesota,448,153065.0,0.0029268611374252767
1369,Otter Tail County,Minnesota,38,57992.0,0.0006552627948682577
1370,Pennington County,Minnesota,1,14184.0,7.050197405527355e-05
1371,Pine County,Minnesota,83,29129.0,0.0028493940746335267
1372,Pipestone County,Minnesota,9,9185.0,0.000979858464888405
1373,Polk County,Minnesota,55,31591.0,0.0017410021841663766
1374,Pope County,Minnesota,5,10980.0,0.0004553734061930783
1375,Ramsey County,Minnesota,1530,541493.0,0.0028255212902105844
1376,Red Lake County,Minnesota,3,4008.0,0.0007485029940119761
1377,Redwood County,Minnesota,3,15331.0,0.00019568195160133062
1378,Renville County,Minnesota,5,14721.0,0.0003396508389375722
1379,Rice County,Minnesota,240,65765.0,0.0036493575610126966
1380,Rock County,Minnesota,20,9413.0,0.0021247211303516414
1381,Roseau County,Minnesota,1,15462.0,6.46746863277713e-05
1382,St. Louis County,Minnesota,102,200080.0,0.000509796081567373
1383,Scott County,Minnesota,238,143372.0,0.0016600172976592362
1384,Sherburne County,Minnesota,150,93231.0,0.0016089069086462657
1385,Sibley County,Minnesota,9,14912.0,0.0006035407725321889
1386,Stearns County,Minnesota,1713,156819.0,0.010923421269106422
1387,Steele County,Minnesota,105,36676.0,0.0028629076235140148
1388,Stevens County,Minnesota,0,9784.0,0.0
1389,Swift County,Minnesota,13,9411.0,0.0013813622356816492
1390,Todd County,Minnesota,60,24440.0,0.0024549918166939444
1391,Traverse County,Minnesota,3,3337.0,0.0008990110878034162
1392,Wabasha County,Minnesota,16,21500.0,0.0007441860465116279
1393,Wadena County,Minnesota,5,13646.0,0.0003664077385314378
1394,Waseca County,Minnesota,20,18809.0,0.00106332075070445
1395,Washington County,Minnesota,363,253317.0,0.0014329871268015965
1396,Watonwan County,Minnesota,41,10973.0,0.0037364439989064067
1397,Wilkin County,Minnesota,11,6343.0,0.0017341951757843292
1398,Winona County,Minnesota,75,50847.0,0.001475013275119476
1399,Wright County,Minnesota,162,132745.0,0.001220384948585634
1400,Yellow Medicine County,Minnesota,3,9868.0,0.0003040129712201054
1401,Adams County,Mississippi,172,31547.0,0.005452182457919929
1402,Alcorn County,Mississippi,12,37180.0,0.00032275416890801504
1403,Amite County,Mississippi,46,12468.0,0.0036894449791466154
1404,Attala County,Mississippi,249,18581.0,0.013400785748883268
1405,Benton County,Mississippi,13,8253.0,0.0015751847812916515
1406,Bolivar County,Mississippi,129,32592.0,0.003958026509572901
1407,Calhoun County,Mississippi,58,14571.0,0.003980509230663647
1408,Carroll County,Mississippi,110,10129.0,0.010859907197156678
1409,Chickasaw County,Mississippi,115,17279.0,0.006655477747554836
1410,Choctaw County,Mississippi,22,8321.0,0.002643912991227016
1411,Claiborne County,Mississippi,49,9120.0,0.00537280701754386
1412,Clarke County,Mississippi,101,15928.0,0.006341034655951783
1413,Clay County,Mississippi,79,19808.0,0.003988287560581583
1414,Coahoma County,Mississippi,76,23802.0,0.003193008990841106
1415,Copiah County,Mississippi,201,28721.0,0.006998363566728178
1416,Covington County,Mississippi,105,19091.0,0.005499973809648525
1417,DeSoto County,Mississippi,386,176132.0,0.0021915381645583993
1418,Forrest County,Mississippi,431,75517.0,0.005707324178661758
1419,Franklin County,Mississippi,21,7757.0,0.0027072321773881657
1420,George County,Mississippi,17,23710.0,0.0007169970476592155
1421,Greene County,Mississippi,7,13714.0,0.0005104273005687619
1422,Grenada County,Mississippi,59,21278.0,0.0027728169940783908
1423,Hancock County,Mississippi,80,46653.0,0.0017147879021713502
1424,Harrison County,Mississippi,215,202626.0,0.0010610681748640352
1425,Hinds County,Mississippi,773,241774.0,0.003197200691554923
1426,Holmes County,Mississippi,293,18075.0,0.016210235131396956
1427,Humphreys County,Mississippi,45,8539.0,0.005269937931842136
1428,Issaquena County,Mississippi,0,1328.0,0.0
1429,Itawamba County,Mississippi,78,23480.0,0.003321976149914821
1430,Jackson County,Mississippi,286,142014.0,0.0020138859549058545
1431,Jasper County,Mississippi,111,16529.0,0.006715469780385988
1432,Jefferson County,Mississippi,37,7346.0,0.0050367546964334335
1433,Jefferson Davis County,Mississippi,68,11495.0,0.005915615484993475
1434,Jones County,Mississippi,337,68454.0,0.004923013994799427
1435,Kemper County,Mississippi,100,10107.0,0.009894132779261898
1436,Lafayette County,Mississippi,109,53459.0,0.002038945734113994
1437,Lamar County,Mississippi,175,61223.0,0.002858402887803603
1438,Lauderdale County,Mississippi,585,77323.0,0.007565666101936035
1439,Lawrence County,Mississippi,78,12630.0,0.006175771971496437
1440,Leake County,Mississippi,353,22870.0,0.015435067774376914
1441,Lee County,Mississippi,93,84915.0,0.0010952128599187423
1442,Leflore County,Mississippi,200,29804.0,0.006710508656556167
1443,Lincoln County,Mississippi,217,34432.0,0.006302276951672863
1444,Lowndes County,Mississippi,122,59437.0,0.0020525935023638473
1445,Madison County,Mississippi,533,103498.0,0.005149857968269918
1446,Marion County,Mississippi,89,25202.0,0.0035314657566859775
1447,Marshall County,Mississippi,66,35787.0,0.0018442451169419062
1448,Monroe County,Mississippi,222,35840.0,0.006194196428571428
1449,Montgomery County,Mississippi,72,10198.0,0.007060207883898804
1450,Neshoba County,Mississippi,405,29376.0,0.013786764705882353
1451,Newton County,Mississippi,187,21524.0,0.008687976212599889
1452,Noxubee County,Mississippi,134,10828.0,0.012375323236054673
1453,Oktibbeha County,Mississippi,104,49481.0,0.0021018168589963825
1454,Panola County,Mississippi,50,34243.0,0.0014601524399147272
1455,Pearl River County,Mississippi,195,55149.0,0.0035358755371810912
1456,Perry County,Mississippi,36,12028.0,0.0029930162953109413
1457,Pike County,Mississippi,176,39737.0,0.004429121473689509
1458,Pontotoc County,Mississippi,25,31315.0,0.0007983394539358135
1459,Prentiss County,Mississippi,36,25360.0,0.0014195583596214511
1460,Quitman County,Mississippi,21,7372.0,0.0028486163863266412
1461,Rankin County,Mississippi,285,151240.0,0.0018844221105527637
1462,Scott County,Mississippi,524,28415.0,0.01844096427942988
1463,Sharkey County,Mississippi,6,4511.0,0.001330082021724673
1464,Simpson County,Mississippi,76,27073.0,0.002807224910427363
1465,Smith County,Mississippi,112,16063.0,0.0069725456016933324
1466,Stone County,Mississippi,24,18375.0,0.0013061224489795918
1467,Sunflower County,Mississippi,68,26532.0,0.002562942861450324
1468,Tallahatchie County,Mississippi,19,14361.0,0.0013230276443144627
1469,Tate County,Mississippi,57,28493.0,0.0020004913487523253
1470,Tippah County,Mississippi,69,21990.0,0.0031377899045020464
1471,Tishomingo County,Mississippi,14,19478.0,0.0007187596262449944
1472,Tunica County,Mississippi,44,10170.0,0.004326450344149459
1473,Union County,Mississippi,60,28356.0,0.0021159542953872196
1474,Walthall County,Mississippi,46,14601.0,0.0031504691459489074
1475,Warren County,Mississippi,133,47075.0,0.002825278810408922
1476,Washington County,Mississippi,115,47086.0,0.0024423395489105043
1477,Wayne County,Mississippi,39,20422.0,0.0019097052198609342
1478,Webster County,Mississippi,23,9828.0,0.0023402523402523403
1479,Wilkinson County,Mississippi,78,8990.0,0.008676307007786429
1480,Winston County,Mississippi,81,18358.0,0.004412245342629916
1481,Yalobusha County,Mississippi,71,12421.0,0.005716125915787779
1482,Yazoo County,Mississippi,188,27974.0,0.006720526202902696
1483,Adair County,Missouri,26,25325.0,0.0010266535044422508
1484,Andrew County,Missouri,15,17403.0,0.0008619203585588692
1485,Atchison County,Missouri,2,5270.0,0.0003795066413662239
1486,Audrain County,Missouri,2,25735.0,7.771517388770157e-05
1487,Barry County,Missouri,6,35493.0,0.0001690474178006931
1488,Barton County,Missouri,0,11850.0,0.0
1489,Bates County,Missouri,7,16374.0,0.00042750702332966896
1490,Benton County,Missouri,9,18989.0,0.00047395860761493495
1491,Bollinger County,Missouri,4,12281.0,0.0003257063757023044
1492,Boone County,Missouri,104,176515.0,0.0005891850550944679
1493,Buchanan County,Missouri,506,89076.0,0.005680542458125645
1494,Butler County,Missouri,28,42733.0,0.0006552313200570987
1495,Caldwell County,Missouri,3,9049.0,0.0003315283456735551
1496,Callaway County,Missouri,23,44840.0,0.0005129348795718108
1497,Camden County,Missouri,36,45096.0,0.0007982969664715274
1498,Cape Girardeau County,Missouri,54,78324.0,0.0006894438486287728
1499,Carroll County,Missouri,7,8843.0,0.0007915865656451431
1500,Carter County,Missouri,3,6197.0,0.00048410521219945134
1501,Cass County,Missouri,72,102678.0,0.000701221293753287
1502,Cedar County,Missouri,9,13938.0,0.0006457167455876022
1503,Chariton County,Missouri,6,7546.0,0.0007951232441028359
1504,Christian County,Missouri,21,84275.0,0.0002491842183328389
1505,Clark County,Missouri,1,6800.0,0.00014705882352941175
1506,Clay County,Missouri,116,239164.0,0.0004850228295228379
1507,Clinton County,Missouri,17,20475.0,0.0008302808302808303
1508,Cole County,Missouri,56,76740.0,0.0007297367735209799
1509,Cooper County,Missouri,9,17622.0,0.0005107252298263534
1510,Crawford County,Missouri,9,24280.0,0.00037067545304777594
1511,Dade County,Missouri,0,7590.0,0.0
1512,Dallas County,Missouri,2,16499.0,0.00012121946784653615
1513,Daviess County,Missouri,3,8302.0,0.00036135870874488076
1514,DeKalb County,Missouri,4,12564.0,0.0003183699458771092
1515,Dent County,Missouri,0,15504.0,0.0
1516,Douglas County,Missouri,0,13374.0,0.0
1517,Dunklin County,Missouri,25,30428.0,0.0008216116734586565
1518,Franklin County,Missouri,134,102781.0,0.0013037429096817506
1519,Gasconade County,Missouri,2,14746.0,0.0001356300013563
1520,Gentry County,Missouri,3,6665.0,0.000450112528132033
1521,Greene County,Missouri,105,288429.0,0.00036404106383200024
1522,Grundy County,Missouri,0,10039.0,0.0
1523,Harrison County,Missouri,7,8554.0,0.0008183306055646482
1524,Henry County,Missouri,9,21765.0,0.0004135079255685734
1525,Hickory County,Missouri,0,9368.0,0.0
1526,Holt County,Missouri,1,4456.0,0.0002244165170556553
